proteins	genes	gene_name	kcat	rxns	notes	stoicho
P00815	YCL030C	YCL030C	2.8807	r_0536	substrate=L-histidinol; SMILES=C1=C(NC=N1)CC(CO)N; seq_len=799; source=DLKcat	1
P38635	YFR025C	YFR025C	0.2309	r_0537	substrate=L-histidinol phosphate; SMILES=C1=C(NC=N1)CC(COP(=O)(O)O)N; seq_len=335; source=DLKcat	1
P07172	YIL116W	YIL116W	2.0015	r_0538	substrate=3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate; SMILES=C1=C(NC=N1)CC(=O)COP(=O)(O)O; seq_len=385; source=DLKcat	1
P07172	YIL116W	YIL116W	10.3665	r_0538	substrate=L-glutamate; SMILES=C(CC(=O)O)C(C(=O)O)N; seq_len=385; source=DLKcat	1
P39533	YJL200C	YJL200C	937.6506	r_0542	substrate=but-1-ene-1,2,4-tricarboxylic acid; SMILES=C(CC(=O)O)C(=CC(=O)O)C(=O)O; seq_len=789; source=DLKcat	1
P49367	YDR234W	YDR234W	26.8798	r_0542	substrate=but-1-ene-1,2,4-tricarboxylic acid; SMILES=C(CC(=O)O)C(=CC(=O)O)C(=O)O; seq_len=693; source=DLKcat	1
P39533	YJL200C	YJL200C	25.1477	r_0542_REV	substrate=homoisocitrate; SMILES=C(CC(=O)O)C(C(C(=O)O)O)C(=O)O; seq_len=789; source=DLKcat	1
P49367	YDR234W	YDR234W	0.9825	r_0542_REV	substrate=homoisocitrate; SMILES=C(CC(=O)O)C(C(C(=O)O)O)C(=O)O; seq_len=693; source=DLKcat	1
Q12525	YLL062C	YLL062C	4.5809	r_0544	substrate=L-homocysteine; SMILES=C(CS)C(C(=O)O)N; seq_len=324; source=DLKcat	1
Q12525	YLL062C	YLL062C	3.0758	r_0544	substrate=S-adenosyl-L-methionine; SMILES=C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O; seq_len=324; source=DLKcat	1
Q08985	YPL273W	YPL273W	8.4396	r_0544	substrate=L-homocysteine; SMILES=C(CS)C(C(=O)O)N; seq_len=325; source=DLKcat	1
Q08985	YPL273W	YPL273W	6.4306	r_0544	substrate=S-adenosyl-L-methionine; SMILES=C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O; seq_len=325; source=DLKcat	1
P31116	YJR139C	YJR139C	126.4831	r_0546	substrate=L-aspartate 4-semialdehyde; SMILES=C(C=O)C(C(=O)[O-])[NH3+]; seq_len=359; source=DLKcat	1
P31116	YJR139C	YJR139C	126.4831	r_0547	substrate=L-aspartate 4-semialdehyde; SMILES=C(C=O)C(C(=O)[O-])[NH3+]; seq_len=359; source=DLKcat	1
Q05584	YDR272W	YDR272W	377.6454	r_0553	substrate=(R)-S-lactoylglutathione; SMILES=CC(C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O; seq_len=274; source=DLKcat	1
Q12320	YOR040W	YOR040W	840.0290	r_0554	substrate=(R)-S-lactoylglutathione; SMILES=CC(C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O; seq_len=285; source=DLKcat	1
P32378	YNR041C	YNR041C	0.1607	r_0555	substrate=4-hydroxybenzoate; SMILES=C1=CC(=CC=C1C(=O)O)[O-]; seq_len=372; source=DLKcat	1
P32378	YNR041C	YNR041C	0.2221	r_0555	substrate=hexaprenyl diphosphate; SMILES=CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C; seq_len=372; source=DLKcat	1
P41835	YPL214C	YPL214C	10.6279	r_0556	substrate=5-(2-hydroxyethyl)-4-methylthiazole; SMILES=CC1=C(SC=N1)CCO; seq_len=540; source=DLKcat	1
P28789	YDL205C	YDL205C	2.8847	r_0557	substrate=porphobilinogen; SMILES=C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O; seq_len=327; source=DLKcat	1
P54839	YML126C	YML126C	17.3050	r_0559	substrate=acetoacetyl-CoA; SMILES=CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=491; source=DLKcat	1
P54839	YML126C	YML126C	12.8229	r_0559	substrate=acetyl-CoA; SMILES=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=491; source=DLKcat	1
P54839	YML126C	YML126C	17.3050	r_0560	substrate=acetoacetyl-CoA; SMILES=CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=491; source=DLKcat	1
P54839	YML126C	YML126C	12.8229	r_0560	substrate=acetyl-CoA; SMILES=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=491; source=DLKcat	1
Q08224	YOL055C	YOL055C	87.3123	r_0561	substrate=4-amino-5-hydroxymethyl-2-methylpyrimidine; SMILES=CC1=NC=C(C(=N1)N)CO; seq_len=551; source=DLKcat	1
Q08975	YPL258C	YPL258C	15.6368	r_0561	substrate=4-amino-5-hydroxymethyl-2-methylpyrimidine; SMILES=CC1=NC=C(C(=N1)N)CO; seq_len=551; source=DLKcat	1
Q06490	YPR121W	YPR121W	7.7410	r_0561	substrate=4-amino-5-hydroxymethyl-2-methylpyrimidine; SMILES=CC1=NC=C(C(=N1)N)CO; seq_len=572; source=DLKcat	1
Q04178	YDR399W	YDR399W	48.0759	r_0562	substrate=hypoxanthine; SMILES=C1=NC2=C(N1)C(=O)NC=N2; seq_len=221; source=DLKcat	1
Q04178	YDR399W	YDR399W	70.8770	r_0562	substrate=PRPP; SMILES=C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O; seq_len=221; source=DLKcat	1
P06633	YOR202W	YOR202W	9.8203	r_0564	substrate=D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate; SMILES=C1=C(NC=N1)C(C(COP(=O)(O)O)O)O; seq_len=220; source=DLKcat	1
P00937	YKL211C	YKL211C	12.5203	r_0566	substrate=1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate; SMILES=C1=CC=C(C(=C1)C(=O)O)NCC(=O)C(C(COP(=O)(O)O)O)O; seq_len=484; source=DLKcat	1
P54113	YLR028C	YLR028C	3.4799	r_0570_REV	substrate=IMP; SMILES=C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O; seq_len=591; source=DLKcat	1
P38009	YMR120C	YMR120C	12.5477	r_0570_REV	substrate=IMP; SMILES=C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O; seq_len=592; source=DLKcat	1
Q06667	YDR315C	YDR315C	165.7324	r_0571	substrate=myo-inositol 1,3,4,5,6-pentakisphosphate; SMILES=C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O; seq_len=281; source=DLKcat	1
P07250	YDR173C	YDR173C	18.7065	r_0572	substrate=1D-myo-inositol 1,3,4,5-tetrakisphosphate; SMILES=C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)O; seq_len=355; source=DLKcat	1
P07250	YDR173C	YDR173C	18.5301	r_0573	substrate=1D-myo-inositol 1,4,5,6-tetrakisphosphate; SMILES=C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O; seq_len=355; source=DLKcat	1
P07250	YDR173C	YDR173C	17.4082	r_0574	substrate=1D-myo-inositol 1,4,5-trisphosphate; SMILES=C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O; seq_len=355; source=DLKcat	1
P07250	YDR173C	YDR173C	17.4082	r_0575	substrate=1D-myo-inositol 1,4,5-trisphosphate; SMILES=C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O; seq_len=355; source=DLKcat	1
P40015	YER019W	YER019W	3.9655	r_0596	substrate=mannosylinositol phosphorylceramide A (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCC)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9239	r_0597	substrate=mannosylinositol phosphorylceramide A (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCCCC)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0168	r_0598	substrate=mannosylinositol phosphorylceramide B' (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9717	r_0599	substrate=mannosylinositol phosphorylceramide B' (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8957	r_0600	substrate=mannosylinositol phosphorylceramide B (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8593	r_0601	substrate=mannosylinositol phosphorylceramide B (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9445	r_0602	substrate=mannosylinositol phosphorylceramide C (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9048	r_0603	substrate=mannosylinositol phosphorylceramide C (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCCCC)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8714	r_0604	substrate=mannosylinositol phosphorylceramide D (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8372	r_0605	substrate=mannosylinositol phosphorylceramide D (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCCCC)O)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0958	r_0606	substrate=inositol phosphomannosylinositol phosphoceramide A (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCC)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0507	r_0607	substrate=inositol phosphomannosylinositol phosphoceramide A (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCCCC)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.1413	r_0608	substrate=inositol phosphomannosylinositol phosphoceramide B' (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0934	r_0609	substrate=inositol phosphomannosylinositol phosphoceramide B' (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0320	r_0610	substrate=inositol phosphomannosylinositol phosphoceramide B (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9913	r_0611	substrate=inositol phosphomannosylinositol phosphoceramide B (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0755	r_0612	substrate=inositol phosphomannosylinositol phosphoceramide C (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.7527	r_0613	substrate=inositol phosphomannosylinositol phosphoceramide C (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)([O-])OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)([O-])OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0087	r_0614	substrate=inositol phosphomannosylinositol phosphoceramide D (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9699	r_0615	substrate=inositol phosphomannosylinositol phosphoceramide D (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCCCC)O)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8344	r_0616	substrate=inositol-P-ceramide A (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OC1C(C(C(C(C1O)O)O)O)O)C(CCCCCCCCCCCCCCC)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9327	r_0617	substrate=inositol-P-ceramide A (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)C(CCCCCCCCCCCCCCC)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0545	r_0618	substrate=inositol-P-ceramide B' (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)C(CCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0628	r_0619	substrate=inositol-P-ceramide B' (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)C(CCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8061	r_0620	substrate=inositol-P-ceramide B (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8228	r_0621	substrate=inositol-P-ceramide B (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9387	r_0622	substrate=inositol-P-ceramide C (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9509	r_0623	substrate=inositol-P-ceramide C (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8259	r_0624	substrate=inositol-P-ceramide D (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(COP(=O)([O-])OC1C(C(C(C(C1O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8418	r_0625	substrate=inositol-P-ceramide D (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(COP(=O)([O-])OC1C(C(C(C(C1O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9655	r_0626	substrate=mannosylinositol phosphorylceramide A (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCC)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9239	r_0627	substrate=mannosylinositol phosphorylceramide A (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCCCC)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0168	r_0628	substrate=mannosylinositol phosphorylceramide B' (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9717	r_0629	substrate=mannosylinositol phosphorylceramide B' (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8957	r_0630	substrate=mannosylinositol phosphorylceramide B (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8593	r_0631	substrate=mannosylinositol phosphorylceramide B (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9445	r_0632	substrate=mannosylinositol phosphorylceramide C (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9048	r_0633	substrate=mannosylinositol phosphorylceramide C (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCCCC)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8714	r_0634	substrate=mannosylinositol phosphorylceramide D (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8372	r_0635	substrate=mannosylinositol phosphorylceramide D (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCCCC)O)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0958	r_0636	substrate=inositol phosphomannosylinositol phosphoceramide A (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCC)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0507	r_0637	substrate=inositol phosphomannosylinositol phosphoceramide A (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCCCC)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.1413	r_0638	substrate=inositol phosphomannosylinositol phosphoceramide B' (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0934	r_0639	substrate=inositol phosphomannosylinositol phosphoceramide B' (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(CCCCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0320	r_0640	substrate=inositol phosphomannosylinositol phosphoceramide B (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9913	r_0641	substrate=inositol phosphomannosylinositol phosphoceramide B (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCCCC)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0755	r_0642	substrate=inositol phosphomannosylinositol phosphoceramide C (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.7527	r_0643	substrate=inositol phosphomannosylinositol phosphoceramide C (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)([O-])OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)([O-])OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	4.0087	r_0644	substrate=inositol phosphomannosylinositol phosphoceramide D (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCC)O)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.9699	r_0645	substrate=inositol phosphomannosylinositol phosphoceramide D (C26); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(COP(=O)(O)OC1C(C(C(C(C1OC2C(C(C(C(O2)COP(=O)(O)OC3C(C(C(C(C3O)O)O)O)O)O)O)O)O)O)O)O)C(C(CCCCCCCCCCCCCCCC)O)O)O)O; seq_len=477; source=DLKcat	1
P40015	YER019W	YER019W	3.8344	r_0646	substrate=inositol-P-ceramide A (C24); SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OC1C(C(C(C(C1O)O)O)O)O)C(CCCCCCCCCCCCCCC)O; seq_len=477; source=DLKcat	1
