proteins	genes	gene_name	kcat	rxns	notes	stoicho
Q99190	YDL015C	YDL015C	0.2802	r_2175	substrate=trans-tetradec-2-enoyl-CoA; SMILES=CCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=310; source=DLKcat	1
Q99190	YDL015C	YDL015C	0.2791	r_2176	substrate=trans-hexadec-2-enoyl-CoA; SMILES=CCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=310; source=DLKcat	1
Q99190	YDL015C	YDL015C	0.2782	r_2177	substrate=trans-octadec-2-enoyl-CoA; SMILES=CCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=310; source=DLKcat	1
Q99190	YDL015C	YDL015C	0.3038	r_2179	substrate=trans-docos-2-enoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=310; source=DLKcat	1
Q99190	YDL015C	YDL015C	0.2756	r_2181	substrate=trans-hexacos-2-enoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=310; source=DLKcat	1
P21147	YGL055W	YGL055W	8.8146	r_2182	substrate=palmitoyl-CoA; SMILES=CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=510; source=DLKcat	1
P21147	YGL055W	YGL055W	8.0979	r_2183	substrate=stearoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=510; source=DLKcat	1
P38225	YBR041W	YBR041W	3.3205	r_2186	substrate=laurate; SMILES=CCCCCCCCCCCC(=O)[O-]; seq_len=669; source=DLKcat	1
P38225	YBR041W	YBR041W	3.3205	r_2186_REV	substrate=laurate; SMILES=CCCCCCCCCCCC(=O)[O-]; seq_len=669; source=DLKcat	1
P53943	YNL065W	YNL065W	0.1002	r_2190	substrate=butyrate; SMILES=CCCC(=O)[O-]; seq_len=586; source=DLKcat	1
P53943	YNL065W	YNL065W	0.1002	r_2190_REV	substrate=butyrate; SMILES=CCCC(=O)[O-]; seq_len=586; source=DLKcat	1
P53943	YNL065W	YNL065W	0.0659	r_2191	substrate=hexanoate; SMILES=CCCCCC(=O)[O-]; seq_len=586; source=DLKcat	1
P53943	YNL065W	YNL065W	0.0659	r_2191_REV	substrate=hexanoate; SMILES=CCCCCC(=O)[O-]; seq_len=586; source=DLKcat	1
P38225	YBR041W	YBR041W	3.1095	r_2192	substrate=oleate; SMILES=CCCCCCCCC=CCCCCCCCC(=O)O; seq_len=669; source=DLKcat	1
P38225	YBR041W	YBR041W	3.1095	r_2192_REV	substrate=oleate; SMILES=CCCCCCCCC=CCCCCCCCC(=O)O; seq_len=669; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2194	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	4.6453	r_2194	substrate=laurate; SMILES=CCCCCCCCCCCC(=O)[O-]; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	10.4923	r_2194_REV	substrate=lauroyl-CoA; SMILES=CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	138.9905	r_2195	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P47912	YMR246W	YMR246W	29.2319	r_2195	substrate=myristate; SMILES=CCCCCCCCCCCCCC(=O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2195	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	4.0772	r_2195	substrate=myristate; SMILES=CCCCCCCCCCCCCC(=O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	55.8312	r_2195_REV	substrate=myristoyl-CoA; SMILES=CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	10.1045	r_2195_REV	substrate=myristoyl-CoA; SMILES=CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	138.9905	r_2196	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P47912	YMR246W	YMR246W	29.3901	r_2196	substrate=palmitate; SMILES=CCCCCCCCCCCCCCCC(=O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2196	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	4.3907	r_2196	substrate=palmitate; SMILES=CCCCCCCCCCCCCCCC(=O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	53.9628	r_2196_REV	substrate=palmitoyl-CoA; SMILES=CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	9.7648	r_2196_REV	substrate=palmitoyl-CoA; SMILES=CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	138.9905	r_2197	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P47912	YMR246W	YMR246W	30.2454	r_2197	substrate=palmitoleate; SMILES=CCCCCCC=CCCCCCCCC(=O)[O-]; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2197	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	5.6820	r_2197	substrate=palmitoleate; SMILES=CCCCCCC=CCCCCCCCC(=O)[O-]; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	41.9583	r_2197_REV	substrate=palmitoleoyl-CoA(4-); SMILES=CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	7.6075	r_2197_REV	substrate=palmitoleoyl-CoA(4-); SMILES=CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	138.9905	r_2198	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P47912	YMR246W	YMR246W	29.2687	r_2198	substrate=stearate; SMILES=CCCCCCCCCCCCCCCCCC(=O)[O-]; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2198	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	4.7345	r_2198	substrate=stearate; SMILES=CCCCCCCCCCCCCCCCCC(=O)[O-]; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	52.3126	r_2198_REV	substrate=stearoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	9.4647	r_2198_REV	substrate=stearoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	138.9905	r_2199	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P47912	YMR246W	YMR246W	29.2947	r_2199	substrate=oleate; SMILES=CCCCCCCCC=CCCCCCCCC(=O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2199	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	4.8159	r_2199	substrate=oleate; SMILES=CCCCCCCCC=CCCCCCCCC(=O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	53.9379	r_2199_REV	substrate=oleoyl-CoA; SMILES=CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	9.7582	r_2199_REV	substrate=oleoyl-CoA; SMILES=CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2200	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	4.6453	r_2200	substrate=laurate; SMILES=CCCCCCCCCCCC(=O)[O-]; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	10.4923	r_2200_REV	substrate=lauroyl-CoA; SMILES=CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	138.9905	r_2201	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P47912	YMR246W	YMR246W	29.2319	r_2201	substrate=myristate; SMILES=CCCCCCCCCCCCCC(=O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2201	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	4.0772	r_2201	substrate=myristate; SMILES=CCCCCCCCCCCCCC(=O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	55.8312	r_2201_REV	substrate=myristoyl-CoA; SMILES=CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	10.1045	r_2201_REV	substrate=myristoyl-CoA; SMILES=CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	138.9905	r_2202	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P47912	YMR246W	YMR246W	29.3901	r_2202	substrate=palmitate; SMILES=CCCCCCCCCCCCCCCC(=O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2202	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	4.3907	r_2202	substrate=palmitate; SMILES=CCCCCCCCCCCCCCCC(=O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	53.9628	r_2202_REV	substrate=palmitoyl-CoA; SMILES=CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	9.7648	r_2202_REV	substrate=palmitoyl-CoA; SMILES=CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	138.9905	r_2203	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P47912	YMR246W	YMR246W	30.2454	r_2203	substrate=palmitoleate; SMILES=CCCCCCC=CCCCCCCCC(=O)[O-]; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2203	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	5.6820	r_2203	substrate=palmitoleate; SMILES=CCCCCCC=CCCCCCCCC(=O)[O-]; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	41.9583	r_2203_REV	substrate=palmitoleoyl-CoA(4-); SMILES=CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	7.6075	r_2203_REV	substrate=palmitoleoyl-CoA(4-); SMILES=CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	138.9905	r_2204	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P47912	YMR246W	YMR246W	29.2687	r_2204	substrate=stearate; SMILES=CCCCCCCCCCCCCCCCCC(=O)[O-]; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2204	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	4.7345	r_2204	substrate=stearate; SMILES=CCCCCCCCCCCCCCCCCC(=O)[O-]; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	52.3126	r_2204_REV	substrate=stearoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	9.4647	r_2204_REV	substrate=stearoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	138.9905	r_2205	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P47912	YMR246W	YMR246W	29.2947	r_2205	substrate=oleate; SMILES=CCCCCCCCC=CCCCCCCCC(=O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	25.2966	r_2205	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=700; source=DLKcat	1
P30624	YOR317W	YOR317W	4.8159	r_2205	substrate=oleate; SMILES=CCCCCCCCC=CCCCCCCCC(=O)O; seq_len=700; source=DLKcat	1
P47912	YMR246W	YMR246W	53.9379	r_2205_REV	substrate=oleoyl-CoA; SMILES=CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
P30624	YOR317W	YOR317W	9.7582	r_2205_REV	substrate=oleoyl-CoA; SMILES=CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=700; source=DLKcat	1
P39518	YER015W	YER015W	24.8345	r_2206	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=744; source=DLKcat	1
P39518	YER015W	YER015W	9.8197	r_2206	substrate=palmitoleate; SMILES=CCCCCCC=CCCCCCCCC(=O)[O-]; seq_len=744; source=DLKcat	1
P39518	YER015W	YER015W	13.2488	r_2206_REV	substrate=palmitoleoyl-CoA(4-); SMILES=CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=744; source=DLKcat	1
P39518	YER015W	YER015W	24.8345	r_2207	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=744; source=DLKcat	1
P39518	YER015W	YER015W	10.1822	r_2207	substrate=stearate; SMILES=CCCCCCCCCCCCCCCCCC(=O)[O-]; seq_len=744; source=DLKcat	1
P39518	YER015W	YER015W	16.3818	r_2207_REV	substrate=stearoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=744; source=DLKcat	1
P39518	YER015W	YER015W	24.8345	r_2208	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=744; source=DLKcat	1
P39518	YER015W	YER015W	10.2920	r_2208	substrate=oleate; SMILES=CCCCCCCCC=CCCCCCCCC(=O)O; seq_len=744; source=DLKcat	1
P39518	YER015W	YER015W	16.3663	r_2208_REV	substrate=oleoyl-CoA; SMILES=CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=744; source=DLKcat	1
P39002	YIL009W	YIL009W	18.8917	r_2209	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P39002	YIL009W	YIL009W	7.8339	r_2209	substrate=arachidate; SMILES=CCCCCCCCCCCCCCCCCCCC(=O)O; seq_len=694; source=DLKcat	1
P39002	YIL009W	YIL009W	10.9581	r_2209_REV	substrate=icosanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
P39002	YIL009W	YIL009W	18.8917	r_2210	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P39002	YIL009W	YIL009W	7.0834	r_2210	substrate=behenate; SMILES=CCCCCCCCCCCCCCCCCCCCCC(=O)[O-]; seq_len=694; source=DLKcat	1
P39002	YIL009W	YIL009W	10.7749	r_2210_REV	substrate=docosanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
P39002	YIL009W	YIL009W	18.8917	r_2211	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P39002	YIL009W	YIL009W	7.8043	r_2211	substrate=lignoceric acid; SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)O; seq_len=694; source=DLKcat	1
P39002	YIL009W	YIL009W	10.6190	r_2211_REV	substrate=tetracosanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
P39002	YIL009W	YIL009W	18.8917	r_2212	substrate=coenzyme A; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=694; source=DLKcat	1
P39002	YIL009W	YIL009W	7.7929	r_2212	substrate=cerotic acid; SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O; seq_len=694; source=DLKcat	1
P39002	YIL009W	YIL009W	10.4767	r_2212_REV	substrate=hexacosanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=694; source=DLKcat	1
